contig,locus_tag,gene_name,start,end,strand,gene_biotype,product,protein_id,gene_ontology,Uniprot Entry,Uniprot Protein names,Uniprot Gene Names
chromosome,CRV15_RS24300,,5756275,5756910,+,protein_coding,GNAT family N-acetyltransferase,WP_009995554.1,N-acetyltransferase activity [GO:0008080],,,
chromosome,CRV15_RS24260,,5749009,5749671,-,protein_coding,lysophospholipid acyltransferase family protein,WP_009995557.1,,,,
chromosome,CRV15_RS24200,,5735313,5736458,+,protein_coding,acyltransferase,WP_009995564.1,"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",,,
chromosome,CRV15_RS24160,,5723700,5723891,-,protein_coding,DUF1918 domain-containing protein,WP_009995572.1,,,,
chromosome,CRV15_RS24150,,5721309,5722169,-,protein_coding,3-hydroxybutyryl-CoA dehydrogenase,WP_009995576.1,,,,
chromosome,CRV15_RS24140,,5719193,5720533,+,protein_coding,hypothetical protein,WP_009995578.1,,,,
chromosome,CRV15_RS24080,,5706260,5707393,+,protein_coding,hypothetical protein,WP_009995586.1,,,,
chromosome,CRV15_RS24060,,5700334,5701698,+,protein_coding,glutamine synthetase family protein,WP_009995589.1,glutamine synthetase activity [GO:0004356]; ATP binding [GO:0005524]; glutamine biosynthetic process [GO:0006542],,,
chromosome,CRV15_RS23905,arc,5665542,5667308,+,protein_coding,proteasome ATPase,WP_009995599.1,ATP hydrolysis activity [GO:0016887]; proteasomal protein catabolic process [GO:0010498]; modification-dependent protein catabolic process [GO:0019941]; proteasome complex [GO:0000502],,,
chromosome,CRV15_RS23890,,5664280,5664858,+,protein_coding,hypothetical protein,WP_009995601.1,,,,
chromosome,CRV15_RS23870,,5660043,5660717,-,protein_coding,response regulator transcription factor,WP_009995606.1,DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355],,,
chromosome,CRV15_RS23865,,5658343,5659929,+,protein_coding,ABC transporter substrate-binding protein,WP_009995607.1,,,,
chromosome,CRV15_RS23855,,5654800,5656854,+,protein_coding,glycosyltransferase family 4 protein,WP_009995608.1,glycosyltransferase activity [GO:0016757],,,
chromosome,CRV15_RS23845,,5650015,5650779,-,protein_coding,IclR family transcriptional regulator,WP_009995612.1,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; regulation of DNA-templated transcription [GO:0006355],B5U889,"Putative glycerol operon regulatory protein,IclR-family",gylR
chromosome,CRV15_RS23825,,5644659,5645363,-,protein_coding,FadR/GntR family transcriptional regulator,WP_009995613.1,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],B5U893,HTH gntR-type domain-containing protein,
chromosome,CRV15_RS23645,,5604831,5605424,+,protein_coding,TetR/AcrR family transcriptional regulator,WP_009995632.1,,,,
chromosome,CRV15_RS23525,,5579505,5579933,+,protein_coding,pyridoxamine 5'-phosphate oxidase family protein,WP_009995646.1,,,,
chromosome,CRV15_RS23485,fxsA,5565921,5566082,+,protein_coding,FxSxx-COOH cyclophane-containing RiPP peptide,WP_009995654.1,,,,
chromosome,CRV15_RS23470,,5562735,5563994,+,protein_coding,S1 family peptidase,WP_009995657.1,,,,
chromosome,CRV15_RS36030,,5558845,5559015,+,protein_coding,hypothetical protein,WP_009995660.1,,,,
chromosome,CRV15_RS23430,,5551686,5552726,-,protein_coding,phosphatase PAP2 family protein,WP_009995663.1,,,,
chromosome,CRV15_RS23415,,5548374,5549417,+,protein_coding,YafY family protein,WP_009995666.1,,,,
chromosome,CRV15_RS23395,,5543528,5543908,-,protein_coding,hypothetical protein,WP_009995667.1,,,,
chromosome,CRV15_RS23390,der,5541992,5543440,+,protein_coding,ribosome biogenesis GTPase Der,WP_009995668.1,GTP binding [GO:0005525],,,
chromosome,CRV15_RS23325,ald,5528987,5530102,+,protein_coding,alanine dehydrogenase,WP_009995670.1,alanine dehydrogenase activity [GO:0000286]; alanine metabolic process [GO:0006522]; cytoplasm [GO:0005737],,,
chromosome,CRV15_RS23315,,5525558,5526196,+,protein_coding,NUDIX hydrolase,WP_009995672.1,metal ion binding [GO:0046872],,,
chromosome,CRV15_RS23310,,5523715,5525370,+,protein_coding,CTP synthase,WP_009995673.1,CTP synthase activity [GO:0003883]; pyrimidine nucleotide biosynthetic process [GO:0006221]; CTP biosynthetic process [GO:0006241],,,
chromosome,CRV15_RS23305,,5521430,5523232,-,protein_coding,glycoside hydrolase family 15 protein,WP_009995674.1,,,,
chromosome,CRV15_RS36025,,5507153,5508517,+,protein_coding,hypothetical protein,WP_009995680.1,,,,
chromosome,CRV15_RS23200,,5497530,5498306,+,protein_coding,sulfite exporter TauE/SafE family protein,WP_009995682.1,transport [GO:0006810],,,
chromosome,CRV15_RS23155,,5489611,5490705,-,protein_coding,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,WP_009995692.1,,,,
chromosome,CRV15_RS23140,serB,5484358,5485575,-,protein_coding,phosphoserine phosphatase SerB,WP_009995695.1,L-phosphoserine phosphatase activity [GO:0036424]; L-serine biosynthetic process [GO:0006564],,,
chromosome,CRV15_RS23090,tyrS,5474083,5475369,-,protein_coding,tyrosine--tRNA ligase,WP_009995700.1,tyrosine-tRNA ligase activity [GO:0004831]; tyrosyl-tRNA aminoacylation [GO:0006437]; cytoplasm [GO:0005737],,,
chromosome,CRV15_RS23080,,5473039,5473401,-,protein_coding,DUF3099 domain-containing protein,WP_009995702.1,,,,
chromosome,CRV15_RS23075,,5472653,5472865,-,protein_coding,hypothetical protein,WP_009995704.1,,,,
chromosome,CRV15_RS23040,,5464940,5465647,+,protein_coding,VIT family protein,WP_009995708.1,,,,
chromosome,CRV15_RS23020,,5460461,5462248,-,protein_coding,glycoside hydrolase family 15 protein,WP_009995711.1,,,,
chromosome,CRV15_RS22995,,5457783,5457974,+,protein_coding,hypothetical protein,WP_009995715.1,,,,
chromosome,CRV15_RS22990,,5457303,5457749,+,protein_coding,Asp23/Gls24 family envelope stress response protein,WP_009995716.1,,,,
chromosome,CRV15_RS22985,,5456518,5457198,-,protein_coding,hypothetical protein,WP_009995718.1,,,,
chromosome,CRV15_RS22965,,5451073,5452488,+,protein_coding,hypothetical protein,WP_009995731.1,,,,
chromosome,CRV15_RS22955,,5448262,5448924,+,protein_coding,class II aldolase/adducin family protein,WP_009995733.1,,,,
chromosome,CRV15_RS22940,,5445158,5446132,-,protein_coding,cobalamin biosynthesis protein,WP_009995735.1,threonine-phosphate decarboxylase activity [GO:0048472]; cobalamin biosynthetic process [GO:0009236],,,
chromosome,CRV15_RS22915,,5438510,5439235,+,protein_coding,ZIP family metal transporter,WP_009995737.1,transmembrane transport [GO:0055085]; membrane [GO:0016020],,,
chromosome,CRV15_RS22900,,5434522,5435499,+,protein_coding,SCO1860 family LAETG-anchored protein,WP_009995742.1,,,,
chromosome,CRV15_RS22860,,5425966,5426538,-,protein_coding,MarR family transcriptional regulator,WP_009995747.1,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],,,
chromosome,CRV15_RS22855,,5424746,5425801,+,protein_coding,aminotransferase class V-fold PLP-dependent enzyme,WP_009995748.1,,,,
chromosome,CRV15_RS22830,,5419131,5419808,-,protein_coding,response regulator transcription factor,WP_009995753.1,DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355],,,
chromosome,CRV15_RS22825,,5417533,5418981,-,protein_coding,penicillin-binding protein 2,WP_009995755.1,penicillin binding [GO:0008658]; peptidoglycan biosynthetic process [GO:0009252]; membrane [GO:0016020],,,
chromosome,CRV15_RS22815,,5414659,5415558,+,protein_coding,dihydrodipicolinate synthase family protein,WP_009995757.1,glyoxylate catabolic process [GO:0009436]; organic substance metabolic process [GO:0071704],,,
chromosome,CRV15_RS22805,,5412200,5413144,+,protein_coding,5-dehydro-4-deoxyglucarate dehydratase,WP_009995759.1,,,,
chromosome,CRV15_RS22800,,5411132,5411956,-,protein_coding,NAD(P)-dependent oxidoreductase,WP_009995760.1,oxidoreductase activity [GO:0016491],,,
chromosome,CRV15_RS22730,,5396829,5397656,+,protein_coding,helix-turn-helix transcriptional regulator,WP_009995768.1,,,,
chromosome,CRV15_RS22715,,5394987,5395703,+,protein_coding,antibiotic biosynthesis monooxygenase,WP_009995770.1,,,,
chromosome,CRV15_RS22705,,5392781,5393668,-,protein_coding,VCBS repeat-containing protein,WP_009995772.1,,,,
chromosome,CRV15_RS22645,,5381279,5382520,-,protein_coding,hypothetical protein,WP_009995777.1,,,,
chromosome,CRV15_RS22545,whiA,5356976,5357965,+,protein_coding,DNA-binding protein WhiA,WP_009995792.1,DNA binding [GO:0003677]; regulation of sporulation [GO:0043937],,,
chromosome,CRV15_RS22530,uvrC,5352821,5355019,+,protein_coding,excinuclease ABC subunit UvrC,WP_009995797.1,DNA binding [GO:0003677]; protein binding [GO:0005515]; excinuclease ABC activity [GO:0009381]; nucleotide-excision repair [GO:0006289]; excinuclease repair complex [GO:0009380],,,
chromosome,CRV15_RS22515,,5349897,5350832,-,protein_coding,hypothetical protein,WP_009995800.1,,,,
chromosome,CRV15_RS22500,uvrA,5343922,5347005,+,protein_coding,excinuclease ABC subunit UvrA,WP_009995801.1,DNA binding [GO:0003677]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; nucleotide-excision repair [GO:0006289],,,
chromosome,CRV15_RS22480,,5338732,5340762,+,protein_coding,TerD family protein,WP_009995809.1,,,,
chromosome,CRV15_RS22425,,5325913,5326338,+,protein_coding,hypothetical protein,WP_009995814.1,,,,
chromosome,CRV15_RS22405,,5319280,5320206,+,protein_coding,acyltransferase domain-containing protein,WP_009995815.1,,,,
chromosome,CRV15_RS22350,polA,5304952,5307606,+,protein_coding,DNA polymerase I,WP_009995826.1,nucleic acid binding [GO:0003676]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; 3'-5' exonuclease activity [GO:0008408]; DNA-templated DNA replication [GO:0006261],,,
chromosome,CRV15_RS22340,,5301660,5302148,-,protein_coding,hotdog fold thioesterase,WP_009995830.1,thiolester hydrolase activity [GO:0016790],,,
chromosome,CRV15_RS22275,pepN,5285873,5288401,+,protein_coding,aminopeptidase N,WP_009995833.1,aminopeptidase activity [GO:0004177]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508],,,
chromosome,CRV15_RS22235,,5275128,5276066,+,protein_coding,SDR family oxidoreductase,WP_009995840.1,oxidoreductase activity [GO:0016491],,,
chromosome,CRV15_RS22200,,5269300,5270160,-,protein_coding,hypothetical protein,WP_009995847.1,,,,
chromosome,CRV15_RS22165,,5260848,5261621,+,protein_coding,hypothetical protein,WP_009995850.1,,,,
chromosome,CRV15_RS22145,,5252623,5253351,+,protein_coding,VIT1/CCC1 transporter family protein,WP_009995853.1,,,,
chromosome,CRV15_RS22135,,5249757,5251268,-,protein_coding,ADP-ribosylglycohydrolase family protein,WP_009995856.1,,,,
chromosome,CRV15_RS36835,,5246379,5248628,-,protein_coding,ADP-ribosylglycohydrolase family protein,WP_009995859.1,,,,
chromosome,CRV15_RS22075,trpC,5237481,5238290,+,protein_coding,indole-3-glycerol phosphate synthase TrpC,WP_009995864.1,indole-3-glycerol-phosphate synthase activity [GO:0004425]; tryptophan metabolic process [GO:0006568],,,
chromosome,CRV15_RS21965,,5216044,5217276,+,protein_coding,NYN domain-containing protein,WP_009995874.1,RNA nuclease activity [GO:0004540],,,
chromosome,CRV15_RS36015,,5215438,5215614,-,protein_coding,hypothetical protein,WP_009995875.1,,,,
chromosome,CRV15_RS21930,,5204705,5205802,-,protein_coding,mechanosensitive ion channel domain-containing protein,WP_009995883.1,transmembrane transport [GO:0055085]; membrane [GO:0016020],,,
chromosome,CRV15_RS21905,,5199858,5200316,+,protein_coding,TraR/DksA C4-type zinc finger protein,WP_009995887.1,zinc ion binding [GO:0008270],,,
chromosome,CRV15_RS21785,,5169799,5170203,+,protein_coding,DUF3040 domain-containing protein,WP_009995902.1,,,,
chromosome,CRV15_RS21780,,5168769,5169551,+,protein_coding,methyltransferase,WP_009995904.1,,,,
chromosome,CRV15_RS21775,,5167925,5168497,+,protein_coding,SAV_6107 family HEPN domain-containing protein,WP_009995905.1,,,,
chromosome,CRV15_RS21625,,5134341,5134832,+,protein_coding,DUF5304 domain-containing protein,WP_009995923.1,,,,
chromosome,CRV15_RS21595,,5126363,5127505,+,protein_coding,glycosyltransferase family 4 protein,WP_009995927.1,glycosyltransferase activity [GO:0016757],,,
chromosome,CRV15_RS21575,,5121985,5123001,+,protein_coding,C40 family peptidase,WP_009995933.1,peptidase activity [GO:0008233]; hydrolase activity [GO:0016787]; proteolysis [GO:0006508],,,
chromosome,CRV15_RS21560,,5118534,5118776,+,protein_coding,hypothetical protein,WP_009995936.1,,,,
chromosome,CRV15_RS21485,,5101890,5103140,+,protein_coding,Ig-like domain-containing protein,WP_009995942.1,,,,
chromosome,CRV15_RS21450,,5093627,5095279,-,protein_coding,hypothetical protein,WP_009995946.1,,,,
chromosome,CRV15_RS21410,,5084084,5084881,+,protein_coding,PspA/IM30 family protein,WP_009995949.1,,,,
chromosome,CRV15_RS21405,,5083189,5083779,-,protein_coding,DUF3043 domain-containing protein,WP_009995950.1,,,,
chromosome,CRV15_RS21340,lpdA,5067393,5068781,-,protein_coding,dihydrolipoyl dehydrogenase,WP_009995958.1,dihydrolipoyl dehydrogenase activity [GO:0004148]; glycolytic process [GO:0006096]; cell redox homeostasis [GO:0045454]; dihydrolipoamide metabolic process [GO:0051068],,,
chromosome,CRV15_RS21325,aceE,5061695,5064385,-,protein_coding,pyruvate dehydrogenase (acetyl-transferring)%2C homodimeric type,WP_009995960.1,pyruvate dehydrogenase activity [GO:0004738]; acetyl-CoA biosynthetic process from pyruvate [GO:0006086]; pyruvate dehydrogenase complex [GO:0045254],,,
chromosome,CRV15_RS21305,,5057775,5058308,-,protein_coding,DUF4240 domain-containing protein,WP_009995965.1,,,,
chromosome,CRV15_RS21290,,5054691,5056010,-,protein_coding,NAD(P)/FAD-dependent oxidoreductase,WP_009995970.1,electron transfer activity [GO:0009055]; oxidoreductase activity [GO:0016491],,,
chromosome,CRV15_RS21185,glnII,5034127,5035149,-,protein_coding,glutamine synthetase,WP_009995980.1,,,,
chromosome,CRV15_RS21175,,5031493,5032959,+,protein_coding,PepSY domain-containing protein,WP_009995981.1,,,,
chromosome,CRV15_RS21160,,5028507,5029253,-,protein_coding,SDR family oxidoreductase,WP_009995983.1,,,,
chromosome,CRV15_RS21100,,5005581,5007182,-,protein_coding,glycoside hydrolase family 13 protein,WP_009995996.1,,,,
chromosome,CRV15_RS21075,,5000774,5001091,+,protein_coding,4a-hydroxytetrahydrobiopterin dehydratase,WP_009996002.1,,,,
chromosome,CRV15_RS21045,,4996419,4997387,+,protein_coding,hypothetical protein,WP_009996005.1,,,,
chromosome,CRV15_RS21000,,4984199,4984570,-,protein_coding,hypothetical protein,WP_009996011.1,,,,
chromosome,CRV15_RS20985,,4982069,4982488,-,protein_coding,CBS domain-containing protein,WP_009996021.1,,,,
chromosome,CRV15_RS20940,,4968529,4972332,+,protein_coding,BTAD domain-containing putative transcriptional regulator,WP_009996023.1,,,,
chromosome,CRV15_RS36000,,4967344,4967520,+,protein_coding,hypothetical protein,WP_009996025.1,,,,
chromosome,CRV15_RS20885,,4957982,4959433,+,protein_coding,HtaA domain-containing protein,WP_009996029.1,,,,
chromosome,CRV15_RS20880,,4956504,4957499,-,protein_coding,ABC transporter substrate-binding protein,WP_009996030.1,,,,
chromosome,CRV15_RS20855,,4951607,4952227,+,protein_coding,TetR/AcrR family transcriptional regulator,WP_009996035.1,DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355],,,
chromosome,CRV15_RS20735,,4924466,4925920,+,protein_coding,RNB domain-containing ribonuclease,WP_009996049.1,RNA binding [GO:0003723]; RNA nuclease activity [GO:0004540],,,
chromosome,CRV15_RS20685,,4912932,4913786,+,protein_coding,MaoC/PaaZ C-terminal domain-containing protein,WP_009996055.1,,,,
chromosome,CRV15_RS20635,,4900342,4901652,+,protein_coding,glycosyltransferase family 4 protein,WP_009996064.1,glycosyltransferase activity [GO:0016757],,,
chromosome,CRV15_RS20615,,4896265,4897428,-,protein_coding,MBL fold metallo-hydrolase,WP_009996066.1,,,,
chromosome,CRV15_RS20585,,4888748,4889191,-,protein_coding,transglycosylase SLT domain-containing protein,WP_009996068.1,,,,
chromosome,CRV15_RS20580,,4887406,4888575,+,protein_coding,steroid 3-ketoacyl-CoA thiolase,WP_009996070.1,,,,
chromosome,CRV15_RS20510,,4871194,4872000,+,protein_coding,DUF3592 domain-containing protein,WP_009996078.1,,,,
chromosome,CRV15_RS20425,,4854329,4854976,-,protein_coding,DedA family protein,WP_009996090.1,transmembrane transport [GO:0055085],,,
chromosome,CRV15_RS20400,,4847195,4847932,+,protein_coding,hypothetical protein,WP_009996093.1,,,,
chromosome,CRV15_RS20360,,4838051,4838434,+,protein_coding,peptidase inhibitor family I36 protein,WP_009996099.1,,,,
chromosome,CRV15_RS20355,,4836548,4837759,-,protein_coding,alpha/beta hydrolase,WP_009996100.1,,,,
chromosome,CRV15_RS20310,,4827688,4828605,-,protein_coding,ACP S-malonyltransferase,WP_009996103.1,[acyl-carrier-protein] S-malonyltransferase activity [GO:0004314]; fatty acid biosynthetic process [GO:0006633],,,
chromosome,CRV15_RS20250,,4814104,4814667,-,protein_coding,hypothetical protein,WP_009996108.1,,,,
chromosome,CRV15_RS20245,,4812715,4813761,-,protein_coding,rod shape-determining protein,WP_009996110.1,,,,
chromosome,CRV15_RS20105,,4787455,4787754,-,protein_coding,hypothetical protein,WP_009996129.1,,,,
chromosome,CRV15_RS20095,,4783750,4785483,-,protein_coding,ABC transporter ATP-binding protein,WP_009996130.1,ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626],,,
chromosome,CRV15_RS20050,cutA,4772319,4772816,+,protein_coding,divalent-cation tolerance protein CutA,WP_009996140.1,response to metal ion [GO:0010038],,,
chromosome,CRV15_RS35985,,4751297,4754329,-,protein_coding,LuxR C-terminal-related transcriptional regulator,WP_009996149.1,regulation of DNA-templated transcription [GO:0006355],,,
chromosome,CRV15_RS19975,,4749923,4750996,-,protein_coding,tectonin domain-containing protein,WP_009996153.1,,,,
chromosome,CRV15_RS19965,,4747448,4748638,-,protein_coding,hypothetical protein,WP_009996154.1,,,,
chromosome,CRV15_RS19950,,4743855,4745177,-,protein_coding,metal ABC transporter substrate-binding protein,WP_009996155.1,"ATPase-coupled transmembrane transporter activity [GO:0042626]; ABC-type transporter activity [GO:0140359]; ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]",,,
chromosome,CRV15_RS19890,era,4732252,4733196,+,protein_coding,GTPase Era,WP_009996164.1,RNA binding [GO:0003723]; GTP binding [GO:0005525],,,
chromosome,CRV15_RS19880,,4729667,4731028,+,protein_coding,beta-xylosidase,WP_009996165.1,,,,
chromosome,CRV15_RS19805,,4713500,4714738,+,protein_coding,nitronate monooxygenase,WP_009996173.1,,,,
chromosome,CRV15_RS35980,,4686143,4686301,+,protein_coding,hypothetical protein,WP_009996189.1,,,,
chromosome,CRV15_RS19665,,4682742,4683317,+,protein_coding,hypothetical protein,WP_009996191.1,,,,
chromosome,CRV15_RS19660,,4681234,4682526,+,protein_coding,glutamate-5-semialdehyde dehydrogenase,WP_009996193.1,"glutamate-5-semialdehyde dehydrogenase activity [GO:0004350]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]; proline biosynthetic process [GO:0006561]",,,
chromosome,CRV15_RS19610,,4663031,4667149,+,protein_coding,Rne/Rng family ribonuclease,WP_009996199.1,,,,
chromosome,CRV15_RS19570,,4651247,4652266,+,protein_coding,rod shape-determining protein,WP_009996204.1,ATP binding [GO:0005524]; cell morphogenesis [GO:0000902]; regulation of cell shape [GO:0008360]; cytoplasm [GO:0005737],,,
chromosome,CRV15_RS19550,,4647003,4648220,+,protein_coding,histidine kinase,WP_009996206.1,phosphorelay sensor kinase activity [GO:0000155]; protein dimerization activity [GO:0046983]; phosphorelay signal transduction system [GO:0000160]; membrane [GO:0016020],,,
chromosome,CRV15_RS19540,,4642996,4644117,-,protein_coding,hypothetical protein,WP_009996209.1,,,,
chromosome,CRV15_RS19500,,4635778,4636956,-,protein_coding,acyltransferase family protein,WP_009996212.1,"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",,,
chromosome,CRV15_RS19475,,4631489,4632343,+,protein_coding,MerR family transcriptional regulator,WP_009996213.1,,,,
chromosome,CRV15_RS19460,,4627794,4628603,+,protein_coding,DNA-formamidopyrimidine glycosylase family protein,WP_009996215.1,DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; zinc ion binding [GO:0008270]; DNA N-glycosylase activity [GO:0019104]; base-excision repair [GO:0006284],,,
chromosome,CRV15_RS19445,,4624845,4625429,+,protein_coding,biotin transporter BioY,WP_009996218.1,,,,
chromosome,CRV15_RS19440,,4623016,4624449,-,protein_coding,amino acid permease,WP_009996219.1,amino acid transmembrane transporter activity [GO:0015171]; amino acid transport [GO:0006865]; transmembrane transport [GO:0055085]; membrane [GO:0016020],,,
chromosome,CRV15_RS19430,,4619814,4621172,+,protein_coding,FGGY-family carbohydrate kinase,WP_009996220.1,"kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]; carbohydrate metabolic process [GO:0005975]",,,
chromosome,CRV15_RS19420,,4616829,4618310,-,protein_coding,FGGY-family carbohydrate kinase,WP_009996221.1,ATP binding [GO:0005524]; carbohydrate kinase activity [GO:0019200]; phosphorylation [GO:0016310],,,
chromosome,CRV15_RS19405,pepN,4612144,4614768,-,protein_coding,aminopeptidase N,WP_009996222.1,aminopeptidase activity [GO:0004177]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508],,,
chromosome,CRV15_RS19385,,4606404,4606931,+,protein_coding,DUF1203 domain-containing protein,WP_009996223.1,,,,
chromosome,CRV15_RS19380,pepN,4603628,4606198,-,protein_coding,aminopeptidase N,WP_009996224.1,aminopeptidase activity [GO:0004177]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508],,,
chromosome,CRV15_RS19370,,4600938,4601351,-,protein_coding,roadblock/LC7 domain-containing protein,WP_009996225.1,,,,
chromosome,CRV15_RS19340,,4596167,4596703,+,protein_coding,HNH endonuclease,WP_009996227.1,nucleic acid binding [GO:0003676]; endonuclease activity [GO:0004519],,,
chromosome,CRV15_RS19265,,4574364,4575734,-,protein_coding,FHA domain-containing protein,WP_009996230.1,protein binding [GO:0005515],,,
chromosome,CRV15_RS19260,,4573075,4574163,+,protein_coding,methyltransferase domain-containing protein,WP_009996231.1,,,,
chromosome,CRV15_RS19245,solA,4570046,4571278,+,protein_coding,N-methyl-L-tryptophan oxidase,WP_009996232.1,N-methyl-L-amino-acid oxidase activity [GO:0050131],,,
chromosome,CRV15_RS19210,,4559101,4561098,+,protein_coding,YfjP family GTPase,WP_009996235.1,GTP binding [GO:0005525],,,
chromosome,CRV15_RS19175,,4549154,4551577,-,protein_coding,CRISPR-associated helicase/endonuclease Cas3,WP_009996237.1,,,,
chromosome,CRV15_RS19060,,4528492,4529151,+,protein_coding,LuxR C-terminal-related transcriptional regulator,WP_009996242.1,regulation of DNA-templated transcription [GO:0006355],,,
chromosome,CRV15_RS19005,,4518707,4519603,-,protein_coding,diiron oxygenase,WP_009996245.1,,,,
chromosome,CRV15_RS18960,iolC,4505367,4506521,+,protein_coding,5-dehydro-2-deoxygluconokinase,WP_009996246.1,5-dehydro-2-deoxygluconokinase activity [GO:0047590]; inositol catabolic process [GO:0019310],,,
chromosome,CRV15_RS18800,,4456527,4458146,+,protein_coding,sodium:solute symporter,WP_009996252.1,,,,
chromosome,CRV15_RS18790,,4452919,4454076,-,protein_coding,acyl-CoA dehydrogenase family protein,WP_009996255.1,"oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]",,,
chromosome,CRV15_RS18775,,4449707,4450486,+,protein_coding,phosphatase,WP_009996258.1,,,,
chromosome,CRV15_RS18700,,4431132,4431602,-,protein_coding,DHH family phosphoesterase,WP_009996264.1,,,,
chromosome,CRV15_RS18605,,4408636,4410351,+,protein_coding,glycosyl hydrolase family 18 protein,WP_009996269.1,carbohydrate metabolic process [GO:0005975],,,
chromosome,CRV15_RS18525,,4390428,4391426,+,protein_coding,glycoside hydrolase family 6 protein,WP_009996278.1,,,,
chromosome,CRV15_RS18500,,4386736,4387572,+,protein_coding,hypothetical protein,WP_009996282.1,,,,
chromosome,CRV15_RS18465,,4377879,4378379,+,protein_coding,hypothetical protein,WP_009996291.1,,,,
chromosome,CRV15_RS18450,,4374230,4374949,+,protein_coding,DUF1707 domain-containing protein,WP_009996293.1,,,,
chromosome,CRV15_RS18360,,4360647,4361942,-,protein_coding,PTS transporter subunit EIIC,WP_009996301.1,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; membrane [GO:0016020],,,
chromosome,CRV15_RS18320,,4352641,4353063,+,protein_coding,M67 family metallopeptidase,WP_009996303.1,,,,
chromosome,CRV15_RS18210,,4326095,4326736,+,protein_coding,helix-turn-helix domain-containing protein,WP_009996313.1,DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355],,,
chromosome,CRV15_RS18135,,4308599,4309159,+,protein_coding,YqgE/AlgH family protein,WP_009996325.1,,,,
chromosome,CRV15_RS18045,,4286350,4287660,+,protein_coding,serine/threonine-protein kinase,WP_009996336.1,protein serine/threonine kinase activity [GO:0004674]; ATP binding [GO:0005524]; protein phosphorylation [GO:0006468],,,
chromosome,CRV15_RS17975,,4259931,4261094,-,protein_coding,crosslink repair DNA glycosylase YcaQ family protein,WP_009996342.1,DNA N-glycosylase activity [GO:0019104]; interstrand cross-link repair [GO:0036297],,,
chromosome,CRV15_RS17970,,4259100,4259852,+,protein_coding,response regulator transcription factor,WP_009996343.1,DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355],,,
chromosome,CRV15_RS17960,,4257106,4257819,+,protein_coding,ComF family protein,WP_009996345.1,,,,
chromosome,CRV15_RS17955,,4254907,4256781,+,protein_coding,LpqB family beta-propeller domain-containing protein,WP_009996347.1,,,,
chromosome,CRV15_RS17935,,4249403,4250596,-,protein_coding,membrane protein,WP_009996351.1,,,,
chromosome,CRV15_RS17905,ahcY,4239644,4241101,+,protein_coding,adenosylhomocysteinase,WP_009996356.1,adenosylhomocysteinase activity [GO:0004013]; one-carbon metabolic process [GO:0006730],,,
chromosome,CRV15_RS17795,,4212521,4214380,-,protein_coding,LCP family protein,WP_009996359.1,,,,
chromosome,CRV15_RS17680,,4192907,4193443,+,protein_coding,hypothetical protein,WP_009996370.1,,,,
chromosome,CRV15_RS17610,,4177486,4178184,+,protein_coding,hypothetical protein,WP_009996373.1,,,,
chromosome,CRV15_RS17570,hutI,4169952,4171124,+,protein_coding,imidazolonepropionase,WP_009996381.1,imidazolonepropionase activity [GO:0050480]; histidine catabolic process [GO:0006548],,,
chromosome,CRV15_RS17470,,4151444,4152841,+,protein_coding,cystathionine beta-synthase,WP_009996390.1,cystathionine beta-synthase activity [GO:0004122]; cysteine biosynthetic process [GO:0019344],,,
chromosome,CRV15_RS17440,,4145708,4146586,+,protein_coding,Bax inhibitor-1/YccA family protein,WP_009996395.1,,,,
chromosome,CRV15_RS17375,,4131030,4132070,+,protein_coding,transglycosylase family protein,WP_009996400.1,hydrolase activity [GO:0016787],,,
